deal_name,restaurant_name,location_name,match_confidence,restaurant_id,restaurant_group_id,restaurant_group_name,fly_allocation
Sushi of Gari (UES) - New Deal,Sushi of Gari,Hell's Kitchen,96.7%,b5ee7f11-e5c8-4ac0-aa99-d33654804dd2,e8b7517c-5060-4d96-909d-22ba724fb7b6,Sushi of Gari,"250,000"
Sushi of Gari 46 - New Deal,Sushi of Gari,Hell's Kitchen,98.4%,b5ee7f11-e5c8-4ac0-aa99-d33654804dd2,e8b7517c-5060-4d96-909d-22ba724fb7b6,Sushi of Gari,"250,000"
Sushi of Gari UWS - New Deal,Sushi of Gari,Hell's Kitchen,96.7%,b5ee7f11-e5c8-4ac0-aa99-d33654804dd2,e8b7517c-5060-4d96-909d-22ba724fb7b6,Sushi of Gari,"250,000"
Sea Wolf - New Deal,Sea Wolf,Bushwick,94.0%,b8a3b236-fa16-4e68-b521-c3f83a9f0972,f09911a2-de72-484a-8d03-476f77805e55,Monstera Hospitality Group,"250,000"
Amen Street Fish & Raw Bar - New Deal,Amen Street Fish & Raw Bar,French Quarter - Charleston,100.0%,539cba4d-232a-4572-861f-9750e05135d3,30e733b9-46fe-44a5-a9f2-e83a1f801315,Amen Street,"250,000"
Little Line Kitchen & Provisions - New Deal,Little Line Kitchen & Provisions,Cannonborough Elliotborough - Charleston,100.0%,1beb5e73-f808-45b9-81dc-4da8bfac3b14,1f739f87-29aa-427a-93f5-744dc6df94f1,Little Line,"250,000"
Iggy's Place,Iggy's Place,Richmond,100.0%,d8590470-d6c8-4646-b3a8-f53be4a00991,698094a9-eecf-4d6b-b2a1-ab29701fb366,Iggy's Place,"250,000"
Holy City Brewing,Holy City Brewing,Park Circle - Charleston,100.0%,df5a24d4-8d57-4d63-ae57-e1e7de784984,430ff391-27e1-41ed-abac-f3d4b82642a3,Holy City Brewing,"250,000"
Nick's Pizza - New Deal,Nick's Pizza,Upper East Side,92.7%,0da22f33-e8c0-4f81-a2fa-7bbfd1a78c27,27b2a2a0-1ea0-418c-b074-7e87eb5dda23,Nick's,"250,000"
The Lost Draft - New Deal,The Lost Draft,SoHo,99.0%,0aab4275-662c-43e9-b7bb-869281bed196,5207e700-b580-44f6-9769-c98717abe1f4,The Lost Draft,"250,000"
Sabai Thai,Sabai Thai,NoMad,100.0%,ec9daba8-65b8-4b98-b047-41a12adac2e1,939208cb-3fb8-476d-a3e8-94bc5b7a09aa,Sabai Thai,"500,000"
Harborview - New Deal,Harborview Restaurant & Bar,Embarcadero,92.7%,d6b16e38-0f35-4b28-8d9b-600144c7963f,ec9c0ce2-9d24-4b07-b685-ba91f89eeb72,Harborview Restaurant And Bar,"250,000"
Friedmans Chelsea - New Deal,Friedman's Chelsea Market,Friedmans Chelsea Market,94.5%,365f2175-2f96-4296-9ab2-47d250e2898f,fcab5650-6899-4643-912b-ac602728d0e0,Friedman's,"250,000"
Cafe Mado - New Deal,Cafe Mado,Prospect Heights,100.0%,f5fa4d03-18a1-4cd6-a6aa-cd3e07aae162,852a5364-150b-40d4-89f4-0fe1c42077d9,Redwood Hospitality,"250,000"
Place des Fêtes - New Deal,Place des Fêtes,Clinton Hill,96.9%,822c74c0-5584-45bd-9bf7-46fed69949df,852a5364-150b-40d4-89f4-0fe1c42077d9,Redwood Hospitality,"250,000"
Deux Luxe - New Deal,Deux Luxe,SoHo,96.7%,3c6e4a5f-eb68-4631-90a4-e3b1d8477db7,ff7fd1c2-cf6b-4cb3-9d95-8bf08483eb5a,Deux Luxe,"250,000"
Tha Phraya - New Deal,Tha Phraya,Upper East Side,99.0%,5d9d32c5-dcc0-4402-ba5b-eb86448eb6f6,f9e2cf03-72d3-40db-8c61-8a6a1542d333,Tha Phraya,"250,000"
Dear Strangers - New Deal,Dear Strangers,West Village,95.7%,fa99e070-dee7-465b-b155-e8e52e050b07,65562520-1b30-4d57-a2f3-1ea26cb795e3,Dear Strangers,"500,000"
EJ's Luncheonette - New Deal,EJ's Luncheonette,Upper East Side,99.1%,9866b273-3884-428c-81f0-115014687d30,d620a383-9c68-45f9-b478-a7f8b68b8a57,EJ's Luncheonette,"250,000"
Monte's At the Manor Cafe - New Deal,Monte's At the Manor,Montauk,100.0%,ec3d6f02-3a02-40b8-8b53-8d2ee5748665,c89ef993-26d0-40f2-8f4f-fbb576d690ae,Monte's At the Manor,"250,000"
Monte's At the Manor - New Deal,Monte's At the Manor,Montauk,98.0%,ec3d6f02-3a02-40b8-8b53-8d2ee5748665,c89ef993-26d0-40f2-8f4f-fbb576d690ae,Monte's At the Manor,"250,000"
Tacos Tequila Whiskey - New Deal,Tacos Tequila Whiskey,LoHi,100.0%,51c57d2c-2317-4dda-9800-baf4aeb96e0e,09be19c2-8471-499c-8dc5-8b2f0f29d5af,Fish N Beer,"250,000"
QUICK ETERNITY - New Deal,Quick Eternity,Financial District,95.7%,1c8c294f-2170-464b-812e-67d13100c413,7067953b-2074-433e-8240-4f2a85814e5c,Quick Eternity,"250,000"
Sandro's - New Deal,Sandro's,Upper East Side,94.0%,d6a0e1df-aef7-450b-aa68-c20a037d6fd8,cb7b4aec-18b1-455e-b2a5-8aac059e9496,Sandro's,"250,000"
Ten Bells - New Deal,The Ten Bells,Lower East Side,100.0%,d1b9ca4e-4015-4d25-bca8-ee4ef34a803e,0ce33b30-08bd-470d-96b6-40084f69f35d,The Ten Bells,"250,000"
The Bronze Owl - New Deal,The Bronze Owl,Midtown,99.0%,798cf174-4e40-4348-accb-586be9806f0d,df81e19f-5e49-495a-85a1-1d3d00c07031,Bronze Owl,"250,000"
Bella Luna - New Deal,Bella Luna Restaurant,Upper West Side,99.0%,4033ee3b-5537-49c0-91e0-1bab0d13d144,13c679c7-d031-4f36-aac7-b187632b6944,Bella Luna,"250,000"
E&O Kitchen and Bar - New Deal,E&O Kitchen and Bar,Union Square,100.0%,d8c8f453-eada-42c4-8a6d-918831db66fe,e5edb57a-134d-4e5e-8773-1cc16ae39522,E&O Kitchen and Bar,"250,000"
Meili,MEILI 沉香,Williamsburg,96.9%,bc5f8b4e-fde3-4243-b9d4-65fb1e3aa41d,a1c46bdd-6b2e-4808-8241-9c277f075323,Meili,"250,000"
Meili Rooftop,MEILI 沉香 Rooftop,Williamsburg,94.7%,4dc5d242-2bcd-4195-ad34-ea80909de740,a1c46bdd-6b2e-4808-8241-9c277f075323,Meili,"250,000"
Bāng Bar - New Deal,Bāng Bar,Columbus Circle,94.0%,3eaddebb-88f3-45b2-82f1-a4937def121c,0d4c2d41-3a42-4c06-8f32-99694c2cb06a,Momofuku Noodle Bar,"250,000"
Mother's Ruin NYC - New Deal,Mother's Ruin,Nolita,96.7%,c9eea9a2-6eb8-464c-aad7-b2984de9dfb8,085cd134-d3c6-411c-8486-1d7e3320ade2,Mother's Ruin,"250,000"
The Dutch,The Dutch,SoHo,100.0%,b0e93539-a280-409e-93cd-28436c4cb1eb,5ef43215-f93d-420f-9bb0-266151d1be1f,Noho Hospitality Group,"200,000"
Bar Primi NoHo,Bar Primi,NoHo,98.3%,d0e3937b-d7ab-4329-82e3-1f1be1848da7,5ef43215-f93d-420f-9bb0-266151d1be1f,Noho Hospitality Group,"200,000"
Diwali Indian Cuisine - New Deal,Diwali Indian Cuisine,Mission,100.0%,c721c507-81e9-4e8f-bd41-2a6d03824a03,eb60f0ad-9595-41f2-b95d-52d46dd9bc83,Diwali Indian Cuisine,"250,000"
Hungry Llama Cafe - New Deal,Hungry Llama,West Village,98.2%,c802413d-37a5-48ea-ab89-5a69c99b727c,902aa9c6-1e3b-4de0-b87a-061738875c64,Hungry Llama,"250,000"
Filthy Diamond BK - New Deal,Filthy Diamond,Bushwick,95.0%,8f8029c2-0567-40a8-8f14-fe6096806cf3,5aabbe08-1243-4e2f-96fe-de410fca41b1,The Filthy Diamond,"250,000"
Mecha Noodle Bar (Denver) - New Deal,Mecha Noodle Bar,RiNo,96.7%,e1d3bc0b-fdbf-48c4-9d8f-2145e1a1f208,d698dd90-37e1-40c2-b08f-f97e9a9e0744,Mecha Noodle Bar,"250,000"
Work & Class - New Deal,Work & Class,DU,99.0%,c9d0ee21-2e7a-46f8-82dd-fe7176963483,6d9c2232-b436-4e58-a229-c695d4d607c9,SuperLoca,"250,000"
Jax Fish House & Oyster Bar Boulder,Jax Fish House & Oyster Bar,LoDo,100.0%,27e6df88-376f-41b7-9009-f39c39925d13,4c95e835-b319-4260-bd1d-0626e1e06b2d,Big Red F,"250,000"
Jax Fish House & Oyster Bar LoDo,Jax Fish House & Oyster Bar,LoDo,100.0%,27e6df88-376f-41b7-9009-f39c39925d13,4c95e835-b319-4260-bd1d-0626e1e06b2d,Big Red F,"250,000"
"Jax Fish House & Oyster Bar, Ft Collins",Jax Fish House & Oyster Bar,LoDo,100.0%,27e6df88-376f-41b7-9009-f39c39925d13,4c95e835-b319-4260-bd1d-0626e1e06b2d,Big Red F,"250,000"
Jax Fish House & Oyster Bar Glendale,Jax Fish House & Oyster Bar,LoDo,100.0%,27e6df88-376f-41b7-9009-f39c39925d13,4c95e835-b319-4260-bd1d-0626e1e06b2d,Big Red F,"250,000"
Jax Fish House & Oyster Bar Coloardo Springs,Jax Fish House & Oyster Bar,LoDo,99.6%,27e6df88-376f-41b7-9009-f39c39925d13,4c95e835-b319-4260-bd1d-0626e1e06b2d,Big Red F,"250,000"
Rosticceria Evelina - New Deal,Rosticceria Evelina,Clinton Hill,100.0%,ce1a2ff4-e569-4168-8511-f88ff4d5452f,717bf5fe-eb99-4341-8b5a-5036ac967054,Evelina,"250,000"
Maison Sun - New Deal,Maison Sun,Boerum Hill,99.0%,f2d7148d-9b66-4700-b217-c2666a27e70e,9c109e39-3f34-46bb-98a7-30587fb06427,Maison Sun,"250,000"
The MOUTH Bar + Restaurant - New Deal,The MOUTH Bar + Restaurant,Williamsburg,100.0%,9b42e58a-73e0-4c79-8c67-eb15a636cc89,0ebb9154-b017-47c2-9894-fb7561778ef5,The Mouth,"250,000"
Mister Oso RiNo,Mister Oso,Boulder Area,100.0%,617a497d-01d6-4bc3-a112-34c0122d8454,9bae59e8-836d-4de4-b7a7-3dccdde5103a,Culinary Creative Group,"250,000"
Golden Diner - New Deal,Golden Diner,Golden Diner,92.7%,7142a743-5fc5-45c0-9818-f325a6e24f4d,d032ab32-9948-4791-9818-ebbc7f491dc8,Golden Food Group,"250,000"
Mister Oso Wash Park,Mister Oso,Boulder Area,96.7%,617a497d-01d6-4bc3-a112-34c0122d8454,9bae59e8-836d-4de4-b7a7-3dccdde5103a,Culinary Creative Group,"250,000"
Senor Bear,Senor Bear,LoHi,100.0%,b78d6ee7-851a-40b4-b0f7-c153f6c49414,9bae59e8-836d-4de4-b7a7-3dccdde5103a,Culinary Creative Group,"250,000"
Ash Kara,Ash'Kara,LoHi,100.0%,f4f7c48c-e185-4bc1-97c2-0236e5ae390e,9bae59e8-836d-4de4-b7a7-3dccdde5103a,Culinary Creative Group,"250,000"
A5 Steakhouse,A5 Steakhouse,LoDo,100.0%,fa92ed26-2c5e-4a55-9c52-19817551f09f,9bae59e8-836d-4de4-b7a7-3dccdde5103a,Culinary Creative Group,"250,000"
Ay Papi,Ay Papi,Cherry Creek,100.0%,aded722b-9d4c-4ccf-afc9-db9ca5629692,9bae59e8-836d-4de4-b7a7-3dccdde5103a,Culinary Creative Group,"250,000"
Bar Dough,Bar Dough,LoHi,100.0%,f06ef19e-3878-45df-b9db-e8afac0db24c,9bae59e8-836d-4de4-b7a7-3dccdde5103a,Culinary Creative Group,"250,000"
Forget Me Not,Forget Me Not,Cherry Creek,100.0%,3d0550ad-cc9c-4fcb-9273-635dbd33b36e,9bae59e8-836d-4de4-b7a7-3dccdde5103a,Culinary Creative Group,"250,000"
Fox and the Hen,Fox And The Hen,Fox And The Hen,100.0%,789638df-2b48-45d9-bdc2-8d7e958a790f,9bae59e8-836d-4de4-b7a7-3dccdde5103a,Culinary Creative Group,"250,000"
Aquarelle - New Deal,Aquarelle,Aquarelle,100.0%,0e2b62c0-e9d1-4bde-aec8-8d55a9e6d153,7767c427-7f20-4c52-81fb-761ece6ffd14,Aquarelle,"250,000"
EVO Pizzeria - New Deal,EVO Pizzeria,Park Circle,92.7%,b1ef67fb-8cd9-4aeb-ade9-eed1fd6d0a70,09a96c7b-3fc7-45de-bcd1-f1d1dd57a9e8,EVO,"250,000"
EVO Craft Bakery - New Deal,EVO Craft Bakery,Park Circle,98.0%,aa5e81f0-e408-4d4b-88e5-3b76efae7c85,09a96c7b-3fc7-45de-bcd1-f1d1dd57a9e8,EVO,"250,000"
Little Grenjai - New Deal,Little Grenjai,Bedford-Stuyvesant,95.7%,c7f699c0-d285-4181-be18-2126ecd29c7d,2978199a-a695-4148-ab2d-b680e3c831b1,Little Grenjai,"250,000"
Ornithology Jazz Club - New Deal,Ornithology Jazz Club,Bushwick,100.0%,e271e43a-92cc-4468-a5f8-ebdc37c1bc70,3070361d-5bd6-42b0-a3cc-d3026babbbd3,Cafe Ornithology,"250,000"
Pappardella - New Deal,Pappardella,Upper West Side,96.0%,a062875e-042f-436b-ba44-e2f02a571f77,745ffb67-d06e-429d-a511-b9a97fd40e08,Pappardella,"500,000"
Kothai Republic - New Deal,Kothai Republic,Inner Sunset,96.9%,99b13cfb-ebea-45bf-ba9f-e243391e013c,02fe1afa-5ffb-497d-9cba-f69a50d9a99f,Kothai Republic,"250,000"
Elaia Estiatorio - New Deal,Elaia Estiatorio,Bridgehampton,98.0%,d32b049d-0a3e-493e-882f-a19aa80f0fa3,402ec75d-16eb-4b40-859c-c8ba4486fe96,Elaia Estiatorio,0
Super Mega Bien,SuperMegaBien,RiNo,92.9%,0f86a1e3-5e23-4392-b30b-3c59a94a21ee,4b2bd5bc-0a25-421e-a039-526b35c36c8e,Super Mega Bien,"250,000"
Left hand Coffee - New Deal,Left Hand Coffee,Montauk,98.0%,c16ff93b-8112-46b6-abbd-70c30f686f34,821a478c-ef94-47d7-aead-470462644bc7,Montauk Coffee Company,"250,000"
Montuak Beach House - New Deal,Montauk Beach House Bar & Grill,Montauk,93.7%,5edf3487-1084-424d-af6c-fb3efe576be1,98b0a2c1-b5a8-47f2-96de-be07e47a5528,Montauk Beach House,"250,000"
Paradise Lost - New Deal,Paradise Lost,East Village,94.3%,62a0a8e0-d3cf-491c-90a4-37cad3ed4b2e,6b54b271-d263-494e-ac4d-d3420b0a7808,Paradise Lost,"250,000"
The Shakespeare - New Deal,The Shakespeare,Midtown East,96.0%,717a7e9a-cb97-4d32-a2d9-b10711097353,dcfeec79-2011-400f-821e-070151b86b5f,The Shakespeare,"250,000"
Caledonia Bar (UES) - New Deal,Caledonia Bar,Upper East Side,100.0%,2e4dd69e-a207-49dd-a637-1eab8cf6ea13,99c7df4c-8557-427b-884a-858d09926c05,Caledonia Bar,"250,000"
Farm and Forage East Hampton - New Deal,Farm and Forage - East Hampton,East Hampton,100.0%,fb217f5a-d083-4015-88e2-99526c5925d0,b1dc89bd-9c46-45f8-becb-dcb15b87af33,Farm and Forage,"250,000"
Farm and Forage Southhampton - New Deal,Farm and Forage - Southampton,Southhampton,100.0%,e1c9173a-7fbf-4e14-8936-2e6d89b15747,b1dc89bd-9c46-45f8-becb-dcb15b87af33,Farm and Forage,"250,000"
The Counter at Odell's - New Deal,The Counter at Odell's,West Highlands,100.0%,68ed6686-6b47-4644-9ab3-8a4b963fd9ae,a8de3514-97d0-4e0c-97de-782b2a3cd0d9,Odell's,"250,000"
Kilo Bravo - New Deal,Kilo Bravo,Williamsburg,99.0%,b0dd9886-db8a-4260-86c1-06775cee4778,8811acd7-a0a0-43e4-b411-d5567f4844ab,Bravo Bar Party,0
Echo Bravo - New Deal,Echo Bravo,Bushwick,99.0%,142ab2b9-7837-4e26-9588-b259cb541506,8811acd7-a0a0-43e4-b411-d5567f4844ab,Bravo Bar Party,0
Witching Hour - New Deal,Witching Hour,Bushwick,94.3%,d50901b8-2f09-4b56-b17e-3392269857ed,aa945cf0-d75e-467e-9609-7f293a990bcf,Witching Hour,0
AQUA NYC,Aqua,Flatiron,96.7%,91f46713-d73d-4672-940c-5a56d5453b09,7d1ad92a-844d-4507-9246-6a05a8507ecc,Aqua,"250,000"
Lagos TSQ - New Deal,Lagos TSQ,Midtown,100.0%,214ba742-7953-447e-a181-872b5872918d,7a17b7aa-5b59-4265-903b-d80f3c26cf1e,"Lagos TSQ, Native Harlem, Native Brooklyn",0
Maison Premiere Williamsburg,Maison Premiere,Williamsburg,100.0%,143a0b2c-f211-4567-a26c-140c16cf088a,aebef3f4-8377-4e0c-b671-9151f62e032a,Premiere Enterprises,"250,000"
